sensor,deployment,year,timestamp,depth,temperature,C7_output,gain,est.chl_a,battery,flag_RE
240115,Winter2018,2019,2019-01-19 03:26:00,3,0.201,72.45835,10,7.214234933,2.77,n
240115,Winter2018,2018,2018-12-12 10:56:00,3,0.624,72.47967,10,7.214628351,2.82,n
240115,Winter2018,2019,2019-03-09 12:26:00,3,-0.111,72.49744,10,7.21495626,2.73,n
240115,Winter2018,2018,2018-11-25 08:26:00,3,1.665,72.50632,10,7.215120123,2.85,n
240115,Winter2018,2019,2019-04-19 21:26:00,3,-0.111,72.51106,10,7.21520759,2.69,n
240115,Winter2018,2019,2019-02-04 14:56:00,3,0.419,72.51402,10,7.215262211,2.75,n
240115,Winter2018,2019,2019-01-19 01:26:00,3,0.224,72.51639,10,7.215305945,2.77,n
240115,Winter2018,2019,2019-03-17 00:56:00,3,-0.181,72.52586,10,7.215480695,2.71,n
240115,Winter2018,2019,2019-04-16 06:26:00,3,-0.146,72.52882,10,7.215535315,2.69,n
240115,Winter2018,2018,2018-12-08 11:56:00,3,0.873,72.54481,10,7.215830379,2.83,n
240115,Winter2018,2019,2019-01-26 17:26:00,3,0.235,72.546,10,7.215852338,2.76,n
240115,Winter2018,2018,2018-09-23 14:56:00,3,8.213,72.55606,10,7.216037975,2.97,n
240115,Winter2018,2019,2019-04-16 01:56:00,3,-0.158,72.55606,10,7.216037975,2.69,n
240115,Winter2018,2018,2018-12-06 07:26:00,3,0.85,72.57205,10,7.216333039,2.83,n
240115,Winter2018,2019,2019-02-02 09:26:00,3,0.476,72.57797,10,7.21644228,2.76,n
240115,Winter2018,2019,2019-04-17 00:56:00,3,-0.134,72.57975,10,7.216475127,2.68,n
240115,Winter2018,2018,2018-09-17 13:26:00,3,9.462,72.58923,10,7.216650061,3,n
240115,Winter2018,2018,2018-10-08 10:56:00,3,3.884,72.59041,10,7.216671836,2.95,n
240115,Winter2018,2018,2018-12-21 19:26:00,3,0.419,72.60462,10,7.216934053,2.81,n
240115,Winter2018,2019,2019-07-12 17:56:00,3,3.967,72.60758,10,7.216988674,2.63,n
240115,Winter2018,2018,2018-11-27 01:56:00,3,1.566,72.61173,10,7.217065254,2.85,n
240115,Winter2018,2019,2019-02-18 21:56:00,3,0.062,72.65674,10,7.217895823,2.74,n
240115,Winter2018,2018,2018-09-22 09:26:00,3,8.204,72.65911,10,7.217939557,2.99,n
240115,Winter2018,2018,2018-08-30 14:26:00,3,9.536,72.66266,10,7.218005065,3.07,n
240115,Winter2018,2019,2019-05-20 02:56:00,3,-0.134,72.67213,10,7.218179815,2.66,n
240115,Winter2018,2019,2019-05-16 06:26:00,3,-0.134,72.67569,10,7.218245508,2.66,n
240115,Winter2018,2019,2019-02-05 06:26:00,3,0.281,72.68575,10,7.218431145,2.76,n
240115,Winter2018,2018,2018-10-03 13:56:00,3,5.023,72.69227,10,7.218551458,2.96,n
240115,Winter2018,2019,2019-01-31 23:26:00,3,0.304,72.69464,10,7.218595192,2.76,n
240115,Winter2018,2019,2019-03-12 01:56:00,3,-0.134,72.69701,10,7.218638926,2.72,n
240115,Winter2018,2018,2018-11-18 11:26:00,3,2.017,72.69937,10,7.218682475,2.86,n
240115,Winter2018,2019,2019-05-28 23:56:00,3,-0.111,72.71122,10,7.218901143,2.65,n
240115,Winter2018,2019,2019-01-31 01:26:00,3,0.27,72.71655,10,7.218999497,2.76,n
240115,Winter2018,2019,2019-04-09 05:56:00,3,-0.146,72.72306,10,7.219119626,2.69,n
240115,Winter2018,2018,2018-12-18 09:26:00,3,0.624,72.74083,10,7.219447536,2.79,n
240115,Winter2018,2019,2019-03-20 15:56:00,3,-0.158,72.74379,10,7.219502157,2.71,n
240115,Winter2018,2019,2019-05-17 09:56:00,3,-0.065,72.74438,10,7.219513044,2.66,n
240115,Winter2018,2019,2019-01-21 17:56:00,3,0.247,72.74853,10,7.219589624,2.77,n
240115,Winter2018,2019,2019-03-13 14:26:00,3,-0.169,72.7509,10,7.219633358,2.72,n
240115,Winter2018,2019,2019-02-20 09:56:00,3,0.085,72.78702,10,7.22029988,2.74,n
240115,Winter2018,2019,2019-03-11 13:26:00,3,-0.146,72.81189,10,7.220758806,2.72,n
240115,Winter2018,2019,2019-07-13 07:26:00,3,3.222,72.82018,10,7.220911782,2.63,n
240115,Winter2018,2018,2018-11-19 23:26:00,3,1.842,72.82847,10,7.221064757,2.86,n
240115,Winter2018,2019,2019-03-26 09:26:00,3,-0.158,72.83084,10,7.221108491,2.71,n
240115,Winter2018,2019,2019-02-17 08:26:00,3,0.097,72.83617,10,7.221206845,2.75,n
240115,Winter2018,2019,2019-05-15 10:26:00,3,-0.158,72.84802,10,7.221425513,2.66,n
240115,Winter2018,2019,2019-05-19 21:26:00,3,-0.134,72.85098,10,7.221480134,2.66,n
240115,Winter2018,2019,2019-03-17 06:26:00,3,-0.181,72.85631,10,7.221578488,2.72,n
240115,Winter2018,2019,2019-03-16 23:56:00,3,-0.193,72.86519,10,7.221742351,2.72,n
240115,Winter2018,2019,2019-04-16 21:26:00,3,-0.146,72.86815,10,7.221796972,2.69,n
240115,Winter2018,2019,2019-03-18 22:26:00,3,-0.169,72.87763,10,7.221971906,2.72,n
240115,Winter2018,2019,2019-01-19 23:26:00,3,0.235,72.88947,10,7.22219039,2.77,n
240115,Winter2018,2019,2019-07-01 09:56:00,3,0.59,72.89362,10,7.22226697,2.63,n
240115,Winter2018,2019,2019-06-27 10:56:00,3,0.178,72.91079,10,7.222583808,2.63,n
240115,Winter2018,2019,2019-02-05 11:26:00,3,0.281,72.91316,10,7.222627541,2.75,n
240115,Winter2018,2019,2019-01-08 10:26:00,3,0.487,72.91493,10,7.222660203,2.78,n
240115,Winter2018,2019,2019-03-13 09:26:00,3,-0.146,72.91908,10,7.222736783,2.72,n
240115,Winter2018,2019,2019-03-18 13:56:00,3,-0.181,72.925,10,7.222846025,2.72,n
240115,Winter2018,2018,2018-10-29 15:26:00,3,2.355,72.95224,10,7.223348685,2.9,n
240115,Winter2018,2019,2019-03-20 11:26:00,3,-0.169,72.97711,10,7.223807611,2.71,n
240115,Winter2018,2019,2019-04-18 02:56:00,3,-0.158,72.98363,10,7.223927924,2.69,n
240115,Winter2018,2018,2018-12-21 07:56:00,3,0.476,72.98837,10,7.224015392,2.81,n
240115,Winter2018,2018,2018-11-14 18:56:00,3,1.94,72.99843,10,7.224201029,2.87,n
240115,Winter2018,2019,2019-03-14 10:26:00,3,-0.123,73.00199,10,7.224266721,2.72,n
240115,Winter2018,2019,2019-02-17 04:56:00,3,0.097,73.00791,10,7.224375963,2.74,n
240115,Winter2018,2019,2019-04-18 01:56:00,3,-0.134,73.01265,10,7.22446343,2.69,n
240115,Winter2018,2019,2019-06-19 06:56:00,3,-0.146,73.02331,10,7.224660139,2.63,n
240115,Winter2018,2018,2018-08-25 16:56:00,3,10.285,73.02567,10,7.224703689,3.1,n
240115,Winter2018,2019,2019-06-20 07:56:00,3,0.178,73.02567,10,7.224703689,2.63,n
240115,Winter2018,2019,2019-06-17 06:56:00,3,-0.111,73.03752,10,7.224922357,2.64,n
240115,Winter2018,2019,2019-04-21 21:26:00,3,-0.1,73.03989,10,7.22496609,2.68,n
240115,Winter2018,2019,2019-01-19 02:56:00,3,0.224,73.06772,10,7.225479637,2.77,n
240115,Winter2018,2019,2019-03-18 06:56:00,3,-0.181,73.07542,10,7.225621725,2.72,n
240115,Winter2018,2019,2019-03-15 23:56:00,3,-0.158,73.07897,10,7.225687233,2.72,n
240115,Winter2018,2018,2018-09-04 15:26:00,3,9.407,73.10858,10,7.226233627,3.05,n
240115,Winter2018,2018,2018-11-26 08:56:00,3,1.665,73.11095,10,7.22627736,2.85,n
240115,Winter2018,2019,2019-03-20 12:56:00,3,-0.169,73.1222,10,7.226484957,2.71,n
240115,Winter2018,2019,2019-01-09 10:56:00,3,0.43,73.12576,10,7.226550649,2.78,n
240115,Winter2018,2019,2019-05-05 17:26:00,3,-0.146,73.12694,10,7.226572424,2.67,n
240115,Winter2018,2018,2018-10-25 13:26:00,3,2.006,73.12872,10,7.22660527,2.9,n
240115,Winter2018,2019,2019-01-09 19:26:00,3,0.316,73.13523,10,7.226725399,2.78,n
240115,Winter2018,2019,2019-01-11 17:56:00,3,0.327,73.13582,10,7.226736286,2.78,n
240115,Winter2018,2018,2018-10-12 08:26:00,3,1.019,73.14589,10,7.226922108,2.93,n
240115,Winter2018,2019,2019-01-03 22:26:00,3,0.338,73.15833,10,7.227151663,2.79,n
240115,Winter2018,2018,2018-10-25 12:26:00,3,2.006,73.16366,10,7.227250018,2.9,n
240115,Winter2018,2019,2019-02-05 08:26:00,3,0.235,73.17787,10,7.227512235,2.75,n
240115,Winter2018,2019,2019-02-02 11:56:00,3,0.464,73.17965,10,7.227545081,2.76,n
240115,Winter2018,2018,2018-11-26 15:26:00,3,1.599,73.18794,10,7.227698057,2.83,n
240115,Winter2018,2019,2019-03-08 10:56:00,3,-0.1,73.20096,10,7.227938315,2.73,n
240115,Winter2018,2019,2019-07-04 10:56:00,3,1.266,73.2057,10,7.228025782,2.63,n
240115,Winter2018,2019,2019-06-10 14:56:00,3,0.384,73.20866,10,7.228080403,2.65,n
240115,Winter2018,2018,2018-11-30 18:56:00,3,1.132,73.22465,10,7.228375466,2.84,n
240115,Winter2018,2019,2019-03-19 20:26:00,3,-0.169,73.22524,10,7.228386354,2.71,n
240115,Winter2018,2019,2019-03-17 06:56:00,3,-0.158,73.23235,10,7.228517555,2.72,n
240115,Winter2018,2018,2018-10-06 10:56:00,3,4.143,73.23946,10,7.228648755,2.95,n
240115,Winter2018,2018,2018-11-15 11:26:00,3,2.094,73.25782,10,7.228987552,2.87,n
240115,Winter2018,2019,2019-05-06 12:26:00,3,-0.181,73.259,10,7.229009327,2.67,n
240115,Winter2018,2019,2019-03-12 04:26:00,3,-0.146,73.29868,10,7.229741542,2.72,n
240115,Winter2018,2019,2019-03-29 03:26:00,3,-0.123,73.29986,10,7.229763317,2.71,n
240115,Winter2018,2018,2018-11-17 16:56:00,3,1.886,73.31822,10,7.230102114,2.87,n
240115,Winter2018,2018,2018-12-01 04:26:00,3,1.098,73.33776,10,7.230462685,2.84,n
240115,Winter2018,2018,2018-12-01 16:56:00,3,1.053,73.35849,10,7.230845216,2.84,n
240115,Winter2018,2019,2019-01-05 14:26:00,3,0.419,73.3656,10,7.230976417,2.79,n
240115,Winter2018,2019,2019-06-08 09:26:00,3,0.166,73.37152,10,7.231085659,2.64,n
240115,Winter2018,2018,2018-09-29 17:26:00,3,5.245,73.38395,10,7.231315029,2.97,n
240115,Winter2018,2019,2019-04-18 04:56:00,3,-0.158,73.40468,10,7.23169756,2.69,n
240115,Winter2018,2019,2019-02-09 21:26:00,3,0.201,73.40764,10,7.231752181,2.75,n
240115,Winter2018,2018,2018-11-13 07:56:00,3,1.995,73.40823,10,7.231763068,2.87,n
240115,Winter2018,2018,2018-12-23 21:56:00,3,0.396,73.41297,10,7.231850535,2.8,n
240115,Winter2018,2019,2019-03-20 09:56:00,3,-0.204,73.41652,10,7.231916044,2.72,n
240115,Winter2018,2019,2019-03-19 16:56:00,3,-0.146,73.42126,10,7.232003511,2.72,n
240115,Winter2018,2019,2019-05-17 08:26:00,3,-0.158,73.42481,10,7.232069019,2.66,n
240115,Winter2018,2019,2019-03-26 10:26:00,3,-0.146,73.4337,10,7.232233066,2.71,n
240115,Winter2018,2018,2018-09-07 16:56:00,3,9.884,73.43429,10,7.232243953,3.04,n
240115,Winter2018,2019,2019-02-21 02:26:00,3,0.005,73.43607,10,7.2322768,2.74,n
240115,Winter2018,2019,2019-05-15 06:56:00,3,-0.158,73.44495,10,7.232440662,2.67,n
240115,Winter2018,2019,2019-07-22 10:56:00,3,6.013,73.45975,10,7.232713767,2.64,n
240115,Winter2018,2019,2019-03-20 19:26:00,3,-0.169,73.46035,10,7.232724839,2.71,n
240115,Winter2018,2019,2019-04-18 03:56:00,3,-0.169,73.47456,10,7.232987056,2.68,n
240115,Winter2018,2019,2019-04-18 23:26:00,3,-0.134,73.47456,10,7.232987056,2.68,n
240115,Summer2019,2019,2019-08-19 13:34:00,9,9.009,73.47864,10,0.979288591,2.88,n
240115,Winter2018,2018,2018-10-22 14:26:00,3,1.754,73.49529,10,7.233369586,2.91,n
240115,Winter2018,2018,2018-09-22 15:26:00,3,8.467,73.50002,10,7.233456869,2.99,n
240115,Winter2018,2019,2019-05-17 11:26:00,3,-0.146,73.50772,10,7.233598957,2.66,n
240115,Winter2018,2019,2019-02-18 17:26:00,3,0.005,73.53259,10,7.234057883,2.74,n
240115,Winter2018,2018,2018-10-06 11:56:00,3,4.04,73.53378,10,7.234079842,2.95,n
240115,Winter2018,2019,2019-01-19 06:26:00,3,0.212,73.54444,10,7.234276551,2.77,n
240115,Winter2018,2018,2018-11-13 11:26:00,3,2.17,73.55332,10,7.234440414,2.87,n
240115,Winter2018,2019,2019-06-26 16:26:00,3,0.247,73.55984,10,7.234560728,2.63,n
240115,Winter2018,2019,2019-04-15 21:56:00,3,-0.134,73.56102,10,7.234582502,2.69,n
240115,Winter2018,2019,2019-01-17 14:26:00,3,0.293,73.56339,10,7.234626236,2.77,n
240115,Winter2018,2019,2019-04-16 20:56:00,3,-0.134,73.57819,10,7.23489934,2.69,n
240115,Winter2018,2019,2019-01-25 11:26:00,3,0.419,73.57879,10,7.234910412,2.77,n
240115,Winter2018,2018,2018-08-24 17:26:00,3,9.793,73.58648,10,7.235052315,3.1,n
240115,Winter2018,2019,2019-06-19 05:56:00,3,-0.169,73.58945,10,7.235107121,2.63,n
240115,Winter2018,2019,2019-03-14 18:26:00,3,-0.181,73.61136,10,7.235511426,2.72,n
240115,Winter2018,2018,2018-10-01 09:56:00,3,5.043,73.61728,10,7.235620668,2.96,n
240115,Winter2018,2019,2019-07-12 15:26:00,3,3.707,73.62083,10,7.235686176,2.63,n
240115,Winter2018,2019,2019-06-10 09:56:00,3,0.155,73.62202,10,7.235708135,2.64,n
240115,Winter2018,2019,2019-02-06 12:56:00,3,0.189,73.65518,10,7.236320037,2.75,n
240115,Winter2018,2019,2019-03-11 06:26:00,3,-0.146,73.66229,10,7.236451237,2.72,n
240115,Winter2018,2019,2019-01-21 17:26:00,3,0.281,73.66465,10,7.236494786,2.77,n
240115,Winter2018,2019,2019-01-09 13:26:00,3,0.407,73.67887,10,7.236757188,2.78,n
240115,Winter2018,2018,2018-11-10 12:26:00,3,2.224,73.68242,10,7.236822696,2.88,n
240115,Winter2018,2018,2018-12-21 10:26:00,3,0.612,73.73749,10,7.237838903,2.81,n
240115,Winter2018,2018,2018-12-11 14:56:00,3,0.635,73.74342,10,7.237948329,2.83,n
240115,Winter2018,2018,2018-12-06 17:56:00,3,0.816,73.75408,10,7.238145038,2.84,n
240115,Winter2018,2018,2018-09-04 15:56:00,3,9.664,73.77006,10,7.238439917,3.05,n
240115,Winter2018,2018,2018-09-14 13:26:00,3,8.916,73.77125,10,7.238461876,3.03,n
240115,Winter2018,2019,2019-03-12 11:26:00,3,-0.169,73.77243,10,7.238483651,2.72,n
240115,Winter2018,2018,2018-12-10 16:56:00,3,0.669,73.77658,10,7.238560231,2.82,n
240115,Winter2018,2019,2019-07-09 16:26:00,3,2.764,73.78783,10,7.238767827,2.63,n
240115,Winter2018,2019,2019-02-21 01:56:00,3,0.028,73.79612,10,7.238920802,2.74,n
240115,Winter2018,2019,2019-04-18 20:56:00,3,-0.134,73.81152,10,7.239204979,2.69,n
240115,Winter2018,2019,2019-05-13 07:56:00,3,-0.193,73.83165,10,7.239576437,2.66,n
240115,Winter2018,2018,2018-08-27 15:56:00,3,9.857,73.83225,10,7.239587509,3.09,n
240115,Winter2018,2019,2019-04-18 03:26:00,3,-0.158,73.84646,10,7.239849726,2.69,n
240115,Winter2018,2018,2018-11-20 07:26:00,3,1.897,73.85001,10,7.239915235,2.86,n
240115,Winter2018,2019,2019-01-22 18:56:00,3,0.224,73.86304,10,7.240155677,2.76,n
240115,Winter2018,2018,2018-08-28 08:56:00,3,9.738,73.866,10,7.240210298,3.08,n
240115,Winter2018,2019,2019-04-17 17:56:00,3,-0.123,73.88199,10,7.240505361,2.69,n
240115,Winter2018,2019,2019-05-29 05:56:00,3,-0.123,73.89443,10,7.240734917,2.65,n
240115,Winter2018,2019,2019-02-10 06:56:00,3,0.189,73.89857,10,7.240811312,2.75,n
240115,Winter2018,2019,2019-03-20 13:56:00,3,-0.181,73.90982,10,7.241018908,2.71,n
240115,Winter2018,2019,2019-03-20 08:56:00,3,-0.169,73.91278,10,7.241073529,2.71,n
240115,Winter2018,2018,2018-12-29 21:56:00,3,0.373,73.91575,10,7.241128335,2.8,n
240115,Winter2018,2019,2019-06-05 06:26:00,3,-0.123,73.91575,10,7.241128335,2.65,n
240115,Winter2018,2018,2018-10-28 14:26:00,3,2.268,73.91871,10,7.241182956,2.9,n
240115,Winter2018,2019,2019-02-22 07:26:00,3,0.016,73.92167,10,7.241237577,2.74,n
240115,Winter2018,2018,2018-12-05 12:56:00,3,0.895,73.92463,10,7.241292197,2.81,n
240115,Winter2018,2018,2018-09-11 15:26:00,3,9.434,73.93233,10,7.241434285,3.03,n
240115,Winter2018,2019,2019-07-08 11:26:00,3,2.3,73.94535,10,7.241674544,2.63,n
240115,Winter2018,2019,2019-03-11 10:56:00,3,-0.146,73.94654,10,7.241696503,2.72,n
240115,Winter2018,2018,2018-11-21 22:56:00,3,1.897,73.9495,10,7.241751124,2.86,n
240115,Winter2018,2019,2019-03-16 06:56:00,3,-0.158,73.96549,10,7.242046187,2.72,n
240115,Winter2018,2019,2019-05-12 02:56:00,3,-0.216,73.97496,10,7.242220937,2.66,n
240115,Winter2018,2019,2019-07-06 18:26:00,3,2.039,73.99273,10,7.242548847,2.63,n
240115,Winter2018,2019,2019-05-06 09:56:00,3,-0.181,73.99451,10,7.242581693,2.67,n
240115,Winter2018,2019,2019-06-12 17:26:00,3,0.35,74.00221,10,7.242723781,2.64,n
240115,Winter2018,2019,2019-04-20 19:26:00,3,-0.1,74.00694,10,7.242811064,2.68,n
240115,Winter2018,2018,2018-12-30 05:56:00,3,0.35,74.0176,10,7.243007773,2.8,n
240115,Winter2018,2019,2019-07-20 09:26:00,3,4.902,74.033,10,7.243291949,2.63,n
240115,Winter2018,2019,2019-04-24 23:26:00,3,-0.1,74.03892,10,7.243401191,2.68,n
240115,Winter2018,2018,2018-11-19 05:56:00,3,1.94,74.04011,10,7.24342315,2.86,n
240115,Winter2018,2019,2019-05-19 20:26:00,3,-0.123,74.06024,10,7.243794609,2.68,n
240115,Winter2018,2019,2019-03-18 11:56:00,3,-0.216,74.06379,10,7.243860117,2.71,n
240115,Winter2018,2019,2019-02-12 08:56:00,3,0.304,74.06616,10,7.24390385,2.75,n
240115,Winter2018,2019,2019-07-17 07:56:00,3,4.185,74.07564,10,7.244078785,2.63,n
240115,Winter2018,2018,2018-11-18 08:56:00,3,1.973,74.08156,10,7.244188027,2.87,n
240115,Winter2018,2019,2019-03-08 15:26:00,3,-0.1,74.08274,10,7.244209801,2.73,n
240115,Winter2018,2019,2019-01-05 03:56:00,3,0.316,74.09222,10,7.244384736,2.79,n
240115,Winter2018,2019,2019-01-15 17:56:00,3,0.212,74.09933,10,7.244515936,2.77,n
240115,Winter2018,2018,2018-12-11 14:26:00,3,0.612,74.10288,10,7.244581445,2.83,n
240115,Winter2018,2019,2019-01-19 23:56:00,3,0.224,74.10939,10,7.244701574,2.77,n
240115,Winter2018,2019,2019-01-26 22:56:00,3,0.224,74.11768,10,7.244854549,2.76,n
240115,Winter2018,2019,2019-02-19 15:56:00,3,0.039,74.11768,10,7.244854549,2.74,n
240115,Winter2018,2019,2019-01-20 10:56:00,3,0.453,74.12597,10,7.245007524,2.77,n
240115,Winter2018,2019,2019-04-16 10:56:00,3,-0.134,74.13071,10,7.245094992,2.69,n
240115,Winter2018,2019,2019-05-06 17:56:00,3,-0.169,74.16151,10,7.245663344,2.67,n
240115,Winter2018,2019,2019-04-15 23:56:00,3,-0.193,74.16506,10,7.245728852,2.69,n
240115,Winter2018,2019,2019-05-15 06:26:00,3,-0.204,74.16506,10,7.245728852,2.66,n
240115,Winter2018,2018,2018-09-16 13:26:00,3,9.139,74.16802,10,7.245783473,3.01,n
240115,Winter2018,2019,2019-03-27 10:56:00,3,-0.158,74.17513,10,7.245914674,2.72,n
240115,Winter2018,2018,2018-12-19 16:26:00,3,0.453,74.22369,10,7.246810752,2.81,n
240115,Winter2018,2018,2018-09-16 13:56:00,3,9.166,74.22783,10,7.246887147,3.01,n
240115,Winter2018,2018,2018-12-13 18:26:00,3,0.555,74.22783,10,7.246887147,2.82,n
240115,Winter2018,2018,2018-10-26 14:26:00,3,2.104,74.22902,10,7.246909106,2.91,n
240115,Winter2018,2019,2019-01-28 11:26:00,3,0.316,74.23553,10,7.247029235,2.76,n
240115,Winter2018,2019,2019-01-17 15:56:00,3,0.304,74.24205,10,7.247149549,2.77,n
240115,Winter2018,2019,2019-02-19 20:56:00,3,0.028,74.24737,10,7.247247719,2.74,n
240115,Winter2018,2019,2019-03-18 13:26:00,3,-0.204,74.24856,10,7.247269678,2.71,n
240115,Winter2018,2019,2019-07-18 08:26:00,3,4.257,74.26988,10,7.247663096,2.63,n
240115,Winter2018,2019,2019-02-09 16:26:00,3,0.247,74.2758,10,7.247772337,2.75,n
240115,Winter2018,2019,2019-03-18 07:26:00,3,-0.169,74.28705,10,7.247979934,2.71,n
240115,Winter2018,2019,2019-01-30 00:56:00,3,0.258,74.30423,10,7.248296956,2.76,n
240115,Winter2018,2019,2019-05-11 03:56:00,3,-0.216,74.30837,10,7.248373352,2.67,n
240115,Winter2018,2018,2018-11-30 23:56:00,3,1.109,74.31844,10,7.248559173,2.85,n
240115,Winter2018,2019,2019-01-29 23:56:00,3,0.235,74.34982,10,7.249138228,2.76,n
240115,Winter2018,2019,2019-01-06 10:56:00,3,0.407,74.35515,10,7.249236583,2.78,n
240115,Winter2018,2019,2019-05-10 08:56:00,3,-0.204,74.36108,10,7.249346009,2.67,n
240115,Winter2018,2019,2019-05-15 04:56:00,3,-0.169,74.37529,10,7.249608226,2.66,n
240115,Winter2018,2018,2018-10-15 14:26:00,3,0.941,74.41378,10,7.250318482,2.92,n
240115,Winter2018,2019,2019-04-17 17:26:00,3,-0.123,74.42266,10,7.250482345,2.68,n
240115,Winter2018,2019,2019-02-07 03:56:00,3,0.166,74.43806,10,7.250766521,2.75,n
240115,Winter2018,2019,2019-03-17 07:56:00,3,-0.169,74.43984,10,7.250799368,2.72,n
240115,Winter2018,2018,2018-08-27 08:26:00,3,9.526,74.4428,10,7.250853988,3.09,n
240115,Winter2018,2019,2019-01-20 02:26:00,3,0.224,74.44813,10,7.250952343,2.78,n
240115,Winter2018,2019,2019-05-16 04:56:00,3,-0.181,74.45168,10,7.251017851,2.66,n
240115,Winter2018,2019,2019-05-17 23:26:00,3,-0.134,74.45287,10,7.25103981,2.66,n
240115,Winter2018,2019,2019-01-25 09:26:00,3,0.316,74.4576,10,7.251127093,2.77,n
240115,Winter2018,2018,2018-12-30 05:26:00,3,0.35,74.45938,10,7.251159939,2.81,n
240115,Winter2018,2018,2018-11-27 07:26:00,3,1.511,74.46471,10,7.251258294,2.85,n
240115,Winter2018,2018,2018-09-02 13:26:00,3,9.36,74.4659,10,7.251280253,3.06,n
240115,Winter2018,2019,2019-07-12 09:56:00,3,3.444,74.49314,10,7.251782912,2.63,n
240115,Winter2018,2019,2019-03-16 00:26:00,3,-0.158,74.49906,10,7.251892154,2.72,n
240115,Winter2018,2019,2019-03-18 11:26:00,3,-0.193,74.5032,10,7.25196855,2.72,n
240115,Winter2018,2019,2019-01-15 16:26:00,3,0.258,74.51268,10,7.252143484,2.77,n
240115,Winter2018,2018,2018-09-04 10:26:00,3,9.443,74.51682,10,7.252219879,3.05,n
240115,Winter2018,2018,2018-11-15 12:26:00,3,2.072,74.51742,10,7.252230951,2.87,n
240115,Winter2018,2019,2019-01-28 09:26:00,3,0.281,74.53637,10,7.252580636,2.76,n
240115,Winter2018,2019,2019-05-10 10:56:00,3,-0.216,74.54051,10,7.252657031,2.67,n
240115,Winter2018,2018,2018-11-20 17:26:00,3,1.831,74.56657,10,7.253137916,2.86,n
240115,Winter2018,2019,2019-02-17 06:26:00,3,0.109,74.57071,10,7.253214312,2.74,n
240115,Winter2018,2019,2019-02-22 06:56:00,3,0.005,74.61276,10,7.25399026,2.74,n
240115,Winter2018,2018,2018-12-23 19:56:00,3,0.407,74.61691,10,7.25406684,2.8,n
240115,Winter2018,2019,2019-03-26 18:26:00,3,-0.169,74.63763,10,7.254449186,2.71,n
240115,Winter2018,2018,2018-09-27 16:26:00,3,5.855,74.64592,10,7.254602162,2.98,n
240115,Winter2018,2019,2019-02-05 09:26:00,3,0.27,74.65599,10,7.254787983,2.76,n
240115,Winter2018,2019,2019-01-25 16:56:00,3,0.27,74.65658,10,7.254798871,2.76,n
240115,Winter2018,2019,2019-01-28 20:26:00,3,0.224,74.65836,10,7.254831717,2.76,n
240115,Winter2018,2019,2019-01-15 15:26:00,3,0.258,74.67139,10,7.25507216,2.77,n
240115,Winter2018,2018,2018-12-19 13:26:00,3,0.487,74.6779,10,7.255192289,2.81,n
240115,Winter2018,2019,2019-02-21 15:56:00,3,0.062,74.68145,10,7.255257797,2.74,n
240115,Winter2018,2018,2018-11-21 16:56:00,3,1.831,74.68382,10,7.25530153,2.86,n
240115,Winter2018,2019,2019-01-03 23:26:00,3,0.35,74.6933,10,7.255476465,2.79,n
240115,Winter2018,2019,2019-05-10 09:26:00,3,-0.216,74.72705,10,7.256099254,2.67,n
240115,Winter2018,2018,2018-12-11 15:26:00,3,0.635,74.73475,10,7.256241342,2.83,n
240115,Winter2018,2019,2019-04-16 02:56:00,3,-0.181,74.75252,10,7.256569252,2.69,n
240115,Winter2018,2019,2019-05-11 00:56:00,3,-0.262,74.76495,10,7.256798622,2.66,n
240115,Winter2018,2019,2019-06-16 19:26:00,3,0.062,74.76732,10,7.256842356,2.64,n
240115,Winter2018,2019,2019-01-08 09:26:00,3,0.43,74.7691,10,7.256875202,2.78,n
240115,Winter2018,2018,2018-12-30 00:56:00,3,0.338,74.78983,10,7.257257733,2.8,n
240115,Winter2018,2018,2018-11-22 07:56:00,3,1.897,74.80285,10,7.257497991,2.86,n
240115,Winter2018,2018,2018-12-19 18:56:00,3,0.487,74.80641,10,7.257563684,2.81,n
240115,Winter2018,2019,2019-01-20 03:56:00,3,0.27,74.81292,10,7.257683813,2.77,n
240115,Winter2018,2019,2019-05-20 00:56:00,3,-0.158,74.81588,10,7.257738434,2.66,n
240115,Winter2018,2019,2019-04-15 17:56:00,3,-0.146,74.81944,10,7.257804126,2.69,n
240115,Winter2018,2018,2018-11-20 20:56:00,3,1.82,74.82062,10,7.257825901,2.86,n
240115,Winter2018,2019,2019-02-28 16:56:00,3,0.247,74.82713,10,7.25794603,2.73,n
240115,Winter2018,2018,2018-12-09 11:56:00,3,0.805,74.84608,10,7.258295714,2.8,n
240115,Winter2018,2018,2018-09-13 13:26:00,3,8.981,74.84845,10,7.258339448,3.02,n
240115,Winter2018,2019,2019-01-26 13:26:00,3,0.338,74.85793,10,7.258514382,2.77,n
240115,Winter2018,2019,2019-05-05 14:26:00,3,-0.158,74.86148,10,7.25857989,2.67,n
240115,Winter2018,2018,2018-11-26 20:56:00,3,1.577,74.8751,10,7.25883122,2.85,n
240115,Winter2018,2019,2019-04-19 20:26:00,3,-0.088,74.9053,10,7.259388501,2.68,n
240115,Winter2018,2019,2019-01-05 04:26:00,3,0.316,74.9059,10,7.259399573,2.79,n
240115,Winter2018,2019,2019-01-20 05:56:00,3,0.224,74.913,10,7.259530589,2.77,n
